Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,,Present in 1700?,FSSB,MSSB,SSB
Myomyscus_verreauxii,Rodentia,Muridae,Myomyscus,verreauxii,,Y,0,0,0
Myomyscus_yemeni,Rodentia,Muridae,Myomyscus,yemeni,,,,,
Nesokia_bunnii,Rodentia,Muridae,Nesokia,bunnii,,,,,
Nesokia_indica,Rodentia,Muridae,Nesokia,indica,,Y,0,0,0
Nesoromys_ceramicus,Rodentia,Muridae,Nesoromys,ceramicus,,,,,
Nilopegamys_plumbeus,Rodentia,Muridae,Nilopegamys,plumbeus,,,,,
Niviventer_andersoni,Rodentia,Muridae,Niviventer,andersoni,,,,,
Niviventer_brahma,Rodentia,Muridae,Niviventer,brahma,,,,,
Niviventer_cameroni,Rodentia,Muridae,Niviventer,cameroni,,,,,
Niviventer_confucianus,Rodentia,Muridae,Niviventer,confucianus,,,,,
Niviventer_coninga,Rodentia,Muridae,Niviventer,coninga,,,,,
Niviventer_cremoriventer,Rodentia,Muridae,Niviventer,cremoriventer,,Y,0,0,0
Niviventer_culturatus,Rodentia,Muridae,Niviventer,culturatus,,,,,
Niviventer_eha,Rodentia,Muridae,Niviventer,eha,,,,,
Niviventer_excelsior,Rodentia,Muridae,Niviventer,excelsior,,,,,
Niviventer_fraternus,Rodentia,Muridae,Niviventer,fraternus,,,,,
Niviventer_fulvescens,Rodentia,Muridae,Niviventer,fulvescens,,,,,
Niviventer_hinpoon,Rodentia,Muridae,Niviventer,hinpoon,,,,,
Niviventer_langbianis,Rodentia,Muridae,Niviventer,langbianis,,,,,
Niviventer_lepturus,Rodentia,Muridae,Niviventer,lepturus,,,,,
Niviventer_niviventer,Rodentia,Muridae,Niviventer,niviventer,,,,,
Niviventer_rapit,Rodentia,Muridae,Niviventer,rapit,,,,,
Niviventer_tenaster,Rodentia,Muridae,Niviventer,tenaster,,,,,
Notomys_alexis,Rodentia,Muridae,Notomys,alexis,,Y,0,1,1
Notomys_amplus,Rodentia,Muridae,Notomys,amplus,,,,,
Notomys_aquilo,Rodentia,Muridae,Notomys,aquilo,,,,,
Notomys_cervinus,Rodentia,Muridae,Notomys,cervinus,,Y,0,0,0
Notomys_fuscus,Rodentia,Muridae,Notomys,fuscus,,,,,
Notomys_longicaudatus,Rodentia,Muridae,Notomys,longicaudatus,,,,,
Notomys_macrotis,Rodentia,Muridae,Notomys,macrotis,,,,,
Notomys_mitchellii,Rodentia,Muridae,Notomys,mitchellii,,Y,0,0,0
Notomys_mordax,Rodentia,Muridae,Notomys,mordax,,,,,
Notomys_robustus,Rodentia,Muridae,Notomys,robustus,,,,,
Oenomys_hypoxanthus,Rodentia,Muridae,Oenomys,hypoxanthus,,Y,0,0,0
Oenomys_ornatus,Rodentia,Muridae,Oenomys,ornatus,,,,,
Otomys_anchietae,Rodentia,Muridae,Otomys,anchietae,,,,,
Otomys_angoniensis,Rodentia,Muridae,Otomys,angoniensis,,Y,0,0,0
Otomys_barbouri,Rodentia,Muridae,Otomys,barbouri,,,,,
Otomys_burtoni,Rodentia,Muridae,Otomys,burtoni,,,,,
Otomys_cuanzensis,Rodentia,Muridae,Otomys,cuanzensis,,,,,
Otomys_denti,Rodentia,Muridae,Otomys,denti,,,,,
Otomys_irroratus,Rodentia,Muridae,Otomys,irroratus,,Y,0,0,0
Otomys_lacustris,Rodentia,Muridae,Otomys,lacustris,,,,,
Otomys_laminatus,Rodentia,Muridae,Otomys,laminatus,,,,,
Otomys_occidentalis,Rodentia,Muridae,Otomys,occidentalis,,Y,0,0,0
Otomys_saundersiae,Rodentia,Muridae,Otomys,saundersiae,,,,,
Otomys_sloggetti,Rodentia,Muridae,Otomys,sloggetti,,,,,
Otomys_tropicalis,Rodentia,Muridae,Otomys,tropicalis,,,,,
Otomys_typus,Rodentia,Muridae,Otomys,typus,,,,,
Otomys_unisulcatus,Rodentia,Muridae,Otomys,unisulcatus,,Y,0,0,0
Pachyuromys_duprasi,Rodentia,Muridae,Pachyuromys,duprasi,,,,,
Palawanomys_furvus,Rodentia,Muridae,Palawanomys,furvus,,,,,
Papagomys_armandvillei,Rodentia,Muridae,Papagomys,armandvillei,,,,,
Papagomys_theodorverhoeveni,Rodentia,Muridae,Papagomys,theodorverhoeveni,,,,,
Parahydromys_asper,Rodentia,Muridae,Parahydromys,asper,,,,,
Paraleptomys_rufilatus,Rodentia,Muridae,Paraleptomys,rufilatus,,,,,
Paraleptomys_wilhelmina,Rodentia,Muridae,Paraleptomys,wilhelmina,,,,,
Paramelomys_gressitti,Rodentia,Muridae,Paramelomys,gressitti,,,,,
Paramelomys_levipes,Rodentia,Muridae,Paramelomys,levipes,,,,,
Paramelomys_lorentzii,Rodentia,Muridae,Paramelomys,lorentzii,,,,,
Paramelomys_mollis,Rodentia,Muridae,Paramelomys,mollis,,,,,
Paramelomys_moncktoni,Rodentia,Muridae,Paramelomys,moncktoni,,,,,
Paramelomys_naso,Rodentia,Muridae,Paramelomys,naso,,,,,
Paramelomys_platyops,Rodentia,Muridae,Paramelomys,platyops,,,,,
Paramelomys_rubex,Rodentia,Muridae,Paramelomys,rubex,,,,,
Paramelomys_steini,Rodentia,Muridae,Paramelomys,steini,,,,,
Parotomys_brantsii,Rodentia,Muridae,Parotomys,brantsii,,,,,
Parotomys_littledalei,Rodentia,Muridae,Parotomys,littledalei,,,,,
Paruromys_dominator,Rodentia,Muridae,Paruromys,dominator,,Y,0,0,0
Paucidentomys_vermidax,Rodentia,Muridae,Paucidentomys,vermidax,,,,,
Paulamys_naso,Rodentia,Muridae,Paulamys,naso,,,,,
Pelomys_campanae,Rodentia,Muridae,Pelomys,campanae,,,,,
Pelomys_fallax,Rodentia,Muridae,Pelomys,fallax,,Y,0,0,0
Pelomys_hopkinsi,Rodentia,Muridae,Pelomys,hopkinsi,,,,,
Pelomys_isseli,Rodentia,Muridae,Pelomys,isseli,,,,,
Pelomys_minor,Rodentia,Muridae,Pelomys,minor,,,,,
Phloeomys_cumingi,Rodentia,Muridae,Phloeomys,cumingi,,,,,
Phloeomys_pallidus,Rodentia,Muridae,Phloeomys,pallidus,,,,,
Pithecheir_melanurus,Rodentia,Muridae,Pithecheir,melanurus,,,,,
Pithecheir_parvus,Rodentia,Muridae,Pithecheir,parvus,,,,,
Pithecheirops_otion,Rodentia,Muridae,Pithecheirops,otion,,,,,
Pogonomelomys_brassi,Rodentia,Muridae,Pogonomelomys,brassi,,,,,
Pogonomelomys_bruijnii,Rodentia,Muridae,Pogonomelomys,bruijnii,,,,,
Pogonomelomys_mayeri,Rodentia,Muridae,Pogonomelomys,mayeri,,,,,
Pogonomys_championi,Rodentia,Muridae,Pogonomys,championi,,,,,
Pogonomys_fergussoniensis,Rodentia,Muridae,Pogonomys,fergussoniensis,,,,,
Pogonomys_loriae,Rodentia,Muridae,Pogonomys,loriae,,,,,
Pogonomys_macrourus,Rodentia,Muridae,Pogonomys,macrourus,,,,,
Pogonomys_sylvestris,Rodentia,Muridae,Pogonomys,sylvestris,,,,,
Praomys_daltoni,Rodentia,Muridae,Praomys,daltoni,,Y,0,0,0
Praomys_degraaffi,Rodentia,Muridae,Praomys,degraaffi,,,,,
Praomys_delectorum,Rodentia,Muridae,Praomys,delectorum,,,,,
Praomys_derooi,Rodentia,Muridae,Praomys,derooi,,,,,
Praomys_hartwigi,Rodentia,Muridae,Praomys,hartwigi,,Y,0,0,0
Praomys_jacksoni,Rodentia,Muridae,Praomys,jacksoni,,,,,
Praomys_lukolelae,Rodentia,Muridae,Praomys,lukolelae,,,,,
Praomys_minor,Rodentia,Muridae,Praomys,minor,,,,,
Praomys_misonnei,Rodentia,Muridae,Praomys,misonnei,,,,,
Praomys_morio,Rodentia,Muridae,Praomys,morio,,,,,
Praomys_mutoni,Rodentia,Muridae,Praomys,mutoni,,,,,
Praomys_obscurus,Rodentia,Muridae,Praomys,obscurus,,,,,
Praomys_petteri,Rodentia,Muridae,Praomys,petteri,,,,,
Praomys_rostratus,Rodentia,Muridae,Praomys,rostratus,,,,,
Praomys_tullbergi,Rodentia,Muridae,Praomys,tullbergi,,Y,0,0,0
Praomys_verschureni,Rodentia,Muridae,Praomys,verschureni,,,,,
Protochromys_fellowsi,Rodentia,Muridae,Protochromys,fellowsi,,,,,
Psammomys_obesus,Rodentia,Muridae,Psammomys,obesus,,Y,0,0,0
Psammomys_vexillaris,Rodentia,Muridae,Psammomys,vexillaris,,,,,
Pseudoberylmys_muongbangensis,Rodentia,Muridae,Pseudoberylmys,muongbangensis,,,,,
Pseudohydromys_berniceae,Rodentia,Muridae,Pseudohydromys,berniceae,,,,,
Pseudohydromys_ellermani,Rodentia,Muridae,Pseudohydromys,ellermani,,,,,
Pseudohydromys_fuscus,Rodentia,Muridae,Pseudohydromys,fuscus,,,,,
Pseudohydromys_germani,Rodentia,Muridae,Pseudohydromys,germani,,,,,
Pseudohydromys_murinus,Rodentia,Muridae,Pseudohydromys,murinus,,,,,
Pseudohydromys_musseri,Rodentia,Muridae,Pseudohydromys,musseri,,,,,
Pseudohydromys_occidentalis,Rodentia,Muridae,Pseudohydromys,occidentalis,,,,,
Pseudohydromys_patriciae,Rodentia,Muridae,Pseudohydromys,patriciae,,,,,
Pseudohydromys_sandrae,Rodentia,Muridae,Pseudohydromys,sandrae,,,,,
Pseudomys_albocinereus,Rodentia,Muridae,Pseudomys,albocinereus,,Y,0,1,1
Pseudomys_apodemoides,Rodentia,Muridae,Pseudomys,apodemoides,,Y,0,0,0
Pseudomys_australis,Rodentia,Muridae,Pseudomys,australis,,,,,
Pseudomys_bolami,Rodentia,Muridae,Pseudomys,bolami,,,,,
Pseudomys_calabyi,Rodentia,Muridae,Pseudomys,calabyi,,,,,
Pseudomys_chapmani,Rodentia,Muridae,Pseudomys,chapmani,,,,,
Pseudomys_delicatulus,Rodentia,Muridae,Pseudomys,delicatulus,,,,,
Pseudomys_desertor,Rodentia,Muridae,Pseudomys,desertor,,Y,0,0,0
Pseudomys_fieldi,Rodentia,Muridae,Pseudomys,fieldi,,,,,
Pseudomys_fumeus,Rodentia,Muridae,Pseudomys,fumeus,,,,,
Pseudomys_glaucus,Rodentia,Muridae,Pseudomys,glaucus,,,,,
Pseudomys_gouldii,Rodentia,Muridae,Pseudomys,gouldii,,,,,
Pseudomys_gracilicaudatus,Rodentia,Muridae,Pseudomys,gracilicaudatus,,,,,
Pseudomys_hermannsburgensis,Rodentia,Muridae,Pseudomys,hermannsburgensis,,Y,0,0,0
Pseudomys_higginsi,Rodentia,Muridae,Pseudomys,higginsi,,Y,0,0,0
Pseudomys_johnsoni,Rodentia,Muridae,Pseudomys,johnsoni,,,,,
Pseudomys_nanus,Rodentia,Muridae,Pseudomys,nanus,,,,,
Pseudomys_novaehollandiae,Rodentia,Muridae,Pseudomys,novaehollandiae,,Y,0,0,0
Pseudomys_occidentalis,Rodentia,Muridae,Pseudomys,occidentalis,,,,,
Pseudomys_oralis,Rodentia,Muridae,Pseudomys,oralis,,,,,
Pseudomys_patrius,Rodentia,Muridae,Pseudomys,patrius,,,,,
Pseudomys_pilligaensis,Rodentia,Muridae,Pseudomys,pilligaensis,,,,,
Pseudomys_shortridgei,Rodentia,Muridae,Pseudomys,shortridgei,,,,,
Rattus_adustus,Rodentia,Muridae,Rattus,adustus,,,,,
Rattus_andamanensis,Rodentia,Muridae,Rattus,andamanensis,,Y,0,0,0
Rattus_annandalei,Rodentia,Muridae,Rattus,annandalei,,,,,
Rattus_arfakienis,Rodentia,Muridae,Rattus,arfakienis,,,,,
Rattus_argentiventer,Rodentia,Muridae,Rattus,argentiventer,,Y,0,0,0
Rattus_arrogans,Rodentia,Muridae,Rattus,arrogans,,,,,
Rattus_baluensis,Rodentia,Muridae,Rattus,baluensis,,,,,
Rattus_blangorum,Rodentia,Muridae,Rattus,blangorum,,,,,
Rattus_bontanus,Rodentia,Muridae,Rattus,bontanus,,,,,
Rattus_burrus,Rodentia,Muridae,Rattus,burrus,,,,,
Rattus_colletti,Rodentia,Muridae,Rattus,colletti,,,,,
Rattus_elaphinus,Rodentia,Muridae,Rattus,elaphinus,,,,,
Rattus_enganus,Rodentia,Muridae,Rattus,enganus,,,,,
Rattus_everetti,Rodentia,Muridae,Rattus,everetti,,Y,0,0,0
Rattus_exulans,Rodentia,Muridae,Rattus,exulans,,Y,0,0,0
Rattus_feliceus,Rodentia,Muridae,Rattus,feliceus,,,,,
Rattus_fuscipes,Rodentia,Muridae,Rattus,fuscipes,,Y,0,0,0
Rattus_giluwensis,Rodentia,Muridae,Rattus,giluwensis,,,,,
Rattus_hainaldi,Rodentia,Muridae,Rattus,hainaldi,,,,,
Rattus_hoffmanni,Rodentia,Muridae,Rattus,hoffmanni,,,,,
Rattus_hoogerwerfi,Rodentia,Muridae,Rattus,hoogerwerfi,,,,,
Rattus_jobiensis,Rodentia,Muridae,Rattus,jobiensis,,,,,
Rattus_koopmani,Rodentia,Muridae,Rattus,koopmani,,,,,
Rattus_korinchi,Rodentia,Muridae,Rattus,korinchi,,,,,
Rattus_leucopus,Rodentia,Muridae,Rattus,leucopus,,,,,
Rattus_losea,Rodentia,Muridae,Rattus,losea,,,,,
Rattus_lugens,Rodentia,Muridae,Rattus,lugens,,,,,
Rattus_lutreolus,Rodentia,Muridae,Rattus,lutreolus,,Y,0,0,0
Rattus_macleari,Rodentia,Muridae,Rattus,macleari,,,,,
Rattus_marmosurus,Rodentia,Muridae,Rattus,marmosurus,,,,,
Rattus_mindorensis,Rodentia,Muridae,Rattus,mindorensis,,,,,
Rattus_mollicomulus,Rodentia,Muridae,Rattus,mollicomulus,,,,,
Rattus_montanus,Rodentia,Muridae,Rattus,montanus,,,,,
Rattus_mordax,Rodentia,Muridae,Rattus,mordax,,,,,
Rattus_morotaiensis,Rodentia,Muridae,Rattus,morotaiensis,,,,,
Rattus_nativitatis,Rodentia,Muridae,Rattus,nativitatis,,,,,
Rattus_nikenii,Rodentia,Muridae,Rattus,nikenii,,,,,
Rattus_niobe,Rodentia,Muridae,Rattus,niobe,,,,,
Rattus_nitidus,Rodentia,Muridae,Rattus,nitidus,,,,,
Rattus_norvegicus,Rodentia,Muridae,Rattus,norvegicus,,Y,1,1,1
Rattus_novaeguineae,Rodentia,Muridae,Rattus,novaeguineae,,,,,
Rattus_omichlodes,Rodentia,Muridae,Rattus,omichlodes,,,,,
Rattus_osgoodi,Rodentia,Muridae,Rattus,osgoodi,,,,,
Rattus_palmarum,Rodentia,Muridae,Rattus,palmarum,,,,,
Rattus_pelurus,Rodentia,Muridae,Rattus,pelurus,,,,,
Rattus_pococki,Rodentia,Muridae,Rattus,pococki,,,,,
Rattus_praetor,Rodentia,Muridae,Rattus,praetor,,,,,
Rattus_pyctoris,Rodentia,Muridae,Rattus,pyctoris,,,,,
Rattus_ranjiniae,Rodentia,Muridae,Rattus,ranjiniae,,,,,
Rattus_rattus,Rodentia,Muridae,Rattus,rattus,,Y,0,0,0
Rattus_richardsoni,Rodentia,Muridae,Rattus,richardsoni,,,,,
Rattus_salocco,Rodentia,Muridae,Rattus,salocco,,,,,
Rattus_sanila,Rodentia,Muridae,Rattus,sanila,,,,,
Rattus_satarae,Rodentia,Muridae,Rattus,satarae,,,,,
Rattus_simalurensis,Rodentia,Muridae,Rattus,simalurensis,,,,,
Rattus_sordidus,Rodentia,Muridae,Rattus,sordidus,,,,,
Rattus_steini,Rodentia,Muridae,Rattus,steini,,,,,
Rattus_stoicus,Rodentia,Muridae,Rattus,stoicus,,,,,
Rattus_tanezumi,Rodentia,Muridae,Rattus,tanezumi,,Y,0,0,0
Rattus_tawitawiensis,Rodentia,Muridae,Rattus,tawitawiensis,,,,,
Rattus_timorensis,Rodentia,Muridae,Rattus,timorensis,,,,,
Rattus_tiomanicus,Rodentia,Muridae,Rattus,tiomanicus,,Y,0,0,0
Rattus_tunneyi,Rodentia,Muridae,Rattus,tunneyi,,Y,0,0,0
Rattus_vandeuseni,Rodentia,Muridae,Rattus,vandeuseni,,,,,
Rattus_verecundus,Rodentia,Muridae,Rattus,verecundus,,,,,
Rattus_villosissimus,Rodentia,Muridae,Rattus,villosissimus,,Y,0,0,0
Rattus_xanthurus,Rodentia,Muridae,Rattus,xanthurus,,,,,
Rhabdomys_pumilio,Rodentia,Muridae,Rhabdomys,pumilio,,Y,0,0,0
Rhagamys_orthodon,Rodentia,Muridae,Rhagamys,orthodon,,,,,
Rhombomys_opimus,Rodentia,Muridae,Rhombomys,opimus,,Y,0,0,0
Rhynchomys_banahao,Rodentia,Muridae,Rhynchomys,banahao,,,,,
Rhynchomys_isarogensis,Rodentia,Muridae,Rhynchomys,isarogensis,,Y,0,0,0
Rhynchomys_soricoides,Rodentia,Muridae,Rhynchomys,soricoides,,,,,
Rhynchomys_tapulao,Rodentia,Muridae,Rhynchomys,tapulao,,,,,
Saxatilomys_paulinae,Rodentia,Muridae,Saxatilomys,paulinae,,,,,
Sekeetamys_calurus,Rodentia,Muridae,Sekeetamys,calurus,,,,,
Solomys_ponceleti,Rodentia,Muridae,Solomys,ponceleti,,,,,
Solomys_salamonis,Rodentia,Muridae,Solomys,salamonis,,,,,
Solomys_salebrosus,Rodentia,Muridae,Solomys,salebrosus,,,,,
Solomys_sapientis,Rodentia,Muridae,Solomys,sapientis,,,,,
Solomys_spriggsarum,Rodentia,Muridae,Solomys,spriggsarum,,,,,
Sommeromys_macrorhinos,Rodentia,Muridae,Sommeromys,macrorhinos,,,,,
Soricomys_kalinga,Rodentia,Muridae,Soricomys,kalinga,,,,,
Soricomys_musseri,Rodentia,Muridae,Soricomys,musseri,,,,,
Spelaeomys_florensis,Rodentia,Muridae,Spelaeomys,florensis,,,,,
Srilankamys_ohiensis,Rodentia,Muridae,Srilankamys,ohiensis,,,,,
Stenocephalemys_albipes,Rodentia,Muridae,Stenocephalemys,albipes,,,,,
Stenocephalemys_albocaudata,Rodentia,Muridae,Stenocephalemys,albocaudata,,,,,
Stenocephalemys_griseicauda,Rodentia,Muridae,Stenocephalemys,griseicauda,,,,,
Stenocephalemys_ruppi,Rodentia,Muridae,Stenocephalemys,ruppi,,,,,
Stochomys_longicaudatus,Rodentia,Muridae,Stochomys,longicaudatus,,Y,0,0,0
Sundamys_infraluteus,Rodentia,Muridae,Sundamys,infraluteus,,,,,
Sundamys_maxi,Rodentia,Muridae,Sundamys,maxi,,,,,
Sundamys_muelleri,Rodentia,Muridae,Sundamys,muelleri,,Y,0,0,0
Taeromys_arcuatus,Rodentia,Muridae,Taeromys,arcuatus,,,,,
Taeromys_callitrichus,Rodentia,Muridae,Taeromys,callitrichus,,,,,
Taeromys_celebensis,Rodentia,Muridae,Taeromys,celebensis,,,,,
Taeromys_hamatus,Rodentia,Muridae,Taeromys,hamatus,,,,,
Taeromys_microbullatus,Rodentia,Muridae,Taeromys,microbullatus,,,,,
Taeromys_punicans,Rodentia,Muridae,Taeromys,punicans,,,,,
Taeromys_taerae,Rodentia,Muridae,Taeromys,taerae,,,,,
Tarsomys_apoensis,Rodentia,Muridae,Tarsomys,apoensis,,,,,
Tarsomys_echinatus,Rodentia,Muridae,Tarsomys,echinatus,,,,,
Tateomys_macrocercus,Rodentia,Muridae,Tateomys,macrocercus,,,,,
Tateomys_rhinogradoides,Rodentia,Muridae,Tateomys,rhinogradoides,,,,,
Tatera_indica,Rodentia,Muridae,Tatera,indica,,Y,0,0,0
Taterillus_arenarius,Rodentia,Muridae,Taterillus,arenarius,,,,,
Taterillus_congicus,Rodentia,Muridae,Taterillus,congicus,,,,,
Taterillus_emini,Rodentia,Muridae,Taterillus,emini,,,,,
Taterillus_gracilis,Rodentia,Muridae,Taterillus,gracilis,,Y,0,0,0
Taterillus_lacustris,Rodentia,Muridae,Taterillus,lacustris,,,,,
Taterillus_petteri,Rodentia,Muridae,Taterillus,petteri,,,,,
Taterillus_pygargus,Rodentia,Muridae,Taterillus,pygargus,,Y,0,0,0
Taterillus_tranieri,Rodentia,Muridae,Taterillus,tranieri,,,,,
Thallomys_loringi,Rodentia,Muridae,Thallomys,loringi,,,,,
Thallomys_nigricauda,Rodentia,Muridae,Thallomys,nigricauda,,,,,
Thallomys_paedulcus,Rodentia,Muridae,Thallomys,paedulcus,,Y,0,0,0
Thallomys_shortridgei,Rodentia,Muridae,Thallomys,shortridgei,,,,,
Thamnomys_kempi,Rodentia,Muridae,Thamnomys,kempi,,,,,
Thamnomys_schoutedeni,Rodentia,Muridae,Thamnomys,schoutedeni,,,,,
Thamnomys_venustus,Rodentia,Muridae,Thamnomys,venustus,,,,,
Tokudaia_muenninki,Rodentia,Muridae,Tokudaia,muenninki,,,,,
Tokudaia_osimensis,Rodentia,Muridae,Tokudaia,osimensis,,,,,
Tokudaia_tokunoshimensis,Rodentia,Muridae,Tokudaia,tokunoshimensis,,,,,
Tonkinomys_daovantieni,Rodentia,Muridae,Tonkinomys,daovantieni,,,,,
Tryphomys_adustus,Rodentia,Muridae,Tryphomys,adustus,,,,,
Uranomys_ruddi,Rodentia,Muridae,Uranomys,ruddi,,Y,0,0,0
Uromys_anak,Rodentia,Muridae,Uromys,anak,,,,,
Uromys_boeadii,Rodentia,Muridae,Uromys,boeadii,,,,,
Uromys_caudimaculatus,Rodentia,Muridae,Uromys,caudimaculatus,,,,,
Uromys_emmae,Rodentia,Muridae,Uromys,emmae,,,,,
Uromys_hadrourus,Rodentia,Muridae,Uromys,hadrourus,,,,,
Uromys_imperator,Rodentia,Muridae,Uromys,imperator,,,,,
Uromys_neobritannicus,Rodentia,Muridae,Uromys,neobritannicus,,,,,
Uromys_porculus,Rodentia,Muridae,Uromys,porculus,,,,,
Uromys_rex,Rodentia,Muridae,Uromys,rex,,,,,
Uromys_siebersi,Rodentia,Muridae,Uromys,siebersi,,,,,
Vandeleuria_nilagirica,Rodentia,Muridae,Vandeleuria,nilagirica,,,,,
Vandeleuria_nolthenii,Rodentia,Muridae,Vandeleuria,nolthenii,,,,,
Vandeleuria_oleracea,Rodentia,Muridae,Vandeleuria,oleracea,,,,,
Vernaya_fulva,Rodentia,Muridae,Vernaya,fulva,,,,,
Xenuromys_barbatus,Rodentia,Muridae,Xenuromys,barbatus,,,,,
Xeromys_myoides,Rodentia,Muridae,Xeromys,myoides,,,,,
Zelotomys_hildegardeae,Rodentia,Muridae,Zelotomys,hildegardeae,,Y,0,0,0
Zelotomys_woosnami,Rodentia,Muridae,Zelotomys,woosnami,,,,,
Zyzomys_argurus,Rodentia,Muridae,Zyzomys,argurus,,Y,0,0,0
Zyzomys_maini,Rodentia,Muridae,Zyzomys,maini,,,,,
Zyzomys_palatalis,Rodentia,Muridae,Zyzomys,palatalis,,,,,
Zyzomys_pedunculatus,Rodentia,Muridae,Zyzomys,pedunculatus,,,,,
Zyzomys_woodwardi,Rodentia,Muridae,Zyzomys,woodwardi,,,,,
Aonyx_capensis,Carnivora,Mustelidae,Aonyx,capensis,,Y,0,0,0
Aonyx_cinereus,Carnivora,Mustelidae,Aonyx,cinereus,,Y,0,0,0
Aonyx_congicus,Carnivora,Mustelidae,Aonyx,congicus,,Y,0,0,0
Arctonyx_albogularis,Carnivora,Mustelidae,Arctonyx,albogularis,,,,,
Arctonyx_collaris,Carnivora,Mustelidae,Arctonyx,collaris,,Y,0,0,0
Arctonyx_hoevenii,Carnivora,Mustelidae,Arctonyx,hoevenii,,,,,
Eira_barbara,Carnivora,Mustelidae,Eira,barbara,,Y,0,0,0
Enhydra_lutris,Carnivora,Mustelidae,Enhydra,lutris,,Y,0,1,1
Galictis_cuja,Carnivora,Mustelidae,Galictis,cuja,,Y,0,0,0
Galictis_vittata,Carnivora,Mustelidae,Galictis,vittata,,,,,
Gulo_gulo,Carnivora,Mustelidae,Gulo,gulo,,Y,0,0,0
Hydrictis_maculicollis,Carnivora,Mustelidae,Hydrictis,maculicollis,,Y,0,0,0
Ictonyx_libycus,Carnivora,Mustelidae,Ictonyx,libycus,,,,,
Ictonyx_striatus,Carnivora,Mustelidae,Ictonyx,striatus,,Y,0,0,0
Lontra_canadensis,Carnivora,Mustelidae,Lontra,canadensis,,Y,0,0,0
Lontra_felina,Carnivora,Mustelidae,Lontra,felina,,Y,0,0,0
Lontra_longicaudis,Carnivora,Mustelidae,Lontra,longicaudis,,Y,0,0,0
Lontra_provocax,Carnivora,Mustelidae,Lontra,provocax,,,,,
Lutra_lutra,Carnivora,Mustelidae,Lutra,lutra,,Y,0,0,0
Lutra_sumatrana,Carnivora,Mustelidae,Lutra,sumatrana,,,,,
Lutrogale_perspicillata,Carnivora,Mustelidae,Lutrogale,perspicillata,,Y,0,0,0
Lyncodon_patagonicus,Carnivora,Mustelidae,Lyncodon,patagonicus,,,,,
Martes_americana,Carnivora,Mustelidae,Martes,americana,,Y,0,0,0
Martes_flavigula,Carnivora,Mustelidae,Martes,flavigula,,Y,0,0,0
Martes_foina,Carnivora,Mustelidae,Martes,foina,,Y,0,0,0
Martes_gwatkinsii,Carnivora,Mustelidae,Martes,gwatkinsii,,,,,
Martes_martes,Carnivora,Mustelidae,Martes,martes,,Y,1,1,1
Martes_melampus,Carnivora,Mustelidae,Martes,melampus,,Y,0,0,0
Martes_pennanti,Carnivora,Mustelidae,Martes,pennanti,,Y,0,0,0
Martes_zibellina,Carnivora,Mustelidae,Martes,zibellina,,Y,0,0,0
Meles_anakuma,Carnivora,Mustelidae,Meles,anakuma,,,,,
Meles_leucurus,Carnivora,Mustelidae,Meles,leucurus,,,,,
Meles_meles,Carnivora,Mustelidae,Meles,meles,,Y,0,0,0
Mellivora_capensis,Carnivora,Mustelidae,Mellivora,capensis,,Y,0,0,0
Melogale_cucphuongensis,Carnivora,Mustelidae,Melogale,cucphuongensis,,,,,
Melogale_everetti,Carnivora,Mustelidae,Melogale,everetti,,,,,
Melogale_moschata,Carnivora,Mustelidae,Melogale,moschata,,Y,0,0,0
Melogale_orientalis,Carnivora,Mustelidae,Melogale,orientalis,,,,,
Melogale_personata,Carnivora,Mustelidae,Melogale,personata,,,,,
Mustela_africana,Carnivora,Mustelidae,Mustela,africana,,,,,
Mustela_altaica,Carnivora,Mustelidae,Mustela,altaica,,,,,
Mustela_erminea,Carnivora,Mustelidae,Mustela,erminea,,Y,0,0,0
Mustela_eversmanii,Carnivora,Mustelidae,Mustela,eversmanii,,Y,0,0,0
Mustela_felipei,Carnivora,Mustelidae,Mustela,felipei,,,,,
Mustela_frenata,Carnivora,Mustelidae,Mustela,frenata,,Y,0,0,0
Mustela_itatsi,Carnivora,Mustelidae,Mustela,itatsi,,,,,
Mustela_kathiah,Carnivora,Mustelidae,Mustela,kathiah,,Y,0,0,0
Mustela_lutreola,Carnivora,Mustelidae,Mustela,lutreola,,Y,0,0,0
Mustela_lutreolina,Carnivora,Mustelidae,Mustela,lutreolina,,,,,
Mustela_nigripes,Carnivora,Mustelidae,Mustela,nigripes,,Y,0,0,0
Mustela_nivalis,Carnivora,Mustelidae,Mustela,nivalis,,Y,0,0,0
Mustela_nudipes,Carnivora,Mustelidae,Mustela,nudipes,,,,,
Mustela_putorius,Carnivora,Mustelidae,Mustela,putorius,,Y,0,0,0
Mustela_russelliana,Carnivora,Mustelidae,Mustela,russelliana,,,,,
Mustela_sibirica,Carnivora,Mustelidae,Mustela,sibirica,,Y,0,0,0
Mustela_strigidorsa,Carnivora,Mustelidae,Mustela,strigidorsa,,Y,0,0,0
Mustela_subpalmata,Carnivora,Mustelidae,Mustela,subpalmata,,,,,
Mustela_tonkinensis,Carnivora,Mustelidae,Mustela,tonkinensis,,,,,
Neovison_macrodon,Carnivora,Mustelidae,Neovison,macrodon,,,,,
Neovison_vison,Carnivora,Mustelidae,Neovison,vison,,Y,0,0,0
Poecilogale_albinucha,Carnivora,Mustelidae,Poecilogale,albinucha,,,,,
